condition,distance,run,k,alpha,freeze,events,detected,trigger_snr,peak_ratio,noise_floor
baseline,10mm,1,2.0,0.01,2.0,1,1,2.008,256.3288,2.218052e-05
baseline,10mm,2,2.0,0.01,2.0,1,1,2.003,290.3065,0.0002354532
baseline,10mm,3,2.0,0.01,2.0,1,1,2.01,1155.704,0.0002213866
baseline,30mm,1,2.0,0.01,2.0,1,1,2.005,33.0552,0.0001642997
baseline,30mm,2,2.0,0.01,2.0,0,0,0.0,1.7018,0.0002049652
baseline,30mm,3,2.0,0.01,2.0,1,1,2.0,1030.8095,0.0002189019
baseline,50mm,1,2.0,0.01,2.0,1,1,2.014,251.3314,9.832622e-05
baseline,50mm,2,2.0,0.01,2.0,1,1,2.015,83.7529,4.884314e-05
baseline,50mm,3,2.0,0.01,2.0,1,1,2.014,251.3126,9.82854e-05
baseline,10mm,1,2.0,0.003,2.0,1,1,2.01,416.7124,4.550608e-05
baseline,10mm,2,2.0,0.003,2.0,1,1,2.014,351.6192,0.0001871863
baseline,10mm,3,2.0,0.003,2.0,1,1,2.042,635.649,0.0001993935
baseline,30mm,1,2.0,0.003,2.0,1,1,2.002,398.0109,0.0001265139
baseline,30mm,2,2.0,0.003,2.0,3,1,2.001,540.029,6.765596e-05
baseline,30mm,3,2.0,0.003,2.0,1,1,2.029,625.6343,0.0001786711
baseline,50mm,1,2.0,0.003,2.0,1,1,2.005,560.0489,8.373034e-05
baseline,50mm,2,2.0,0.003,2.0,1,1,2.039,116.7712,9.231315e-05
baseline,50mm,3,2.0,0.003,2.0,1,1,2.006,560.0736,8.370557e-05
baseline,10mm,1,2.0,0.001,2.0,1,1,2.006,579.9126,8.584209e-05
baseline,10mm,2,2.0,0.001,2.0,1,1,2.007,375.2342,0.0001408169
baseline,10mm,3,2.0,0.001,2.0,1,1,2.019,490.6417,0.0001542923
baseline,30mm,1,2.0,0.001,2.0,1,1,2.004,603.4459,0.0001063139
baseline,30mm,2,2.0,0.001,2.0,3,1,2.005,391.0488,9.343126e-05
baseline,30mm,3,2.0,0.001,2.0,1,1,2.015,452.5748,0.0001406656
baseline,50mm,1,2.0,0.001,2.0,1,1,2.026,394.6527,0.0001148825
baseline,50mm,2,2.0,0.001,2.0,1,1,2.028,158.1954,0.0001340711
baseline,50mm,3,2.0,0.001,2.0,1,1,2.026,394.6792,0.0001148661
baseline,10mm,1,2.0,0.0003,2.0,1,1,2.001,631.9028,0.0001006581
baseline,10mm,2,2.0,0.0003,2.0,1,1,2.009,424.4809,0.0001288003
baseline,10mm,3,2.0,0.0003,2.0,1,1,2.003,486.8534,0.0001345992
baseline,30mm,1,2.0,0.0003,2.0,2,1,2.01,721.0734,0.0001120899
baseline,30mm,2,2.0,0.0003,2.0,2,1,2.004,285.7939,0.0001415872
baseline,30mm,3,2.0,0.0003,2.0,1,1,2.016,422.7502,0.0001309421
baseline,50mm,1,2.0,0.0003,2.0,1,1,2.018,346.9692,0.0001358011
baseline,50mm,2,2.0,0.0003,2.0,1,1,2.002,181.7053,0.0001452521
baseline,50mm,3,2.0,0.0003,2.0,1,1,2.018,346.9991,0.0001357957
baseline,10mm,1,2.0,0.0001,2.0,2,1,2.01,638.832,0.0001015375
baseline,10mm,2,2.0,0.0001,2.0,4,1,2.151,519.3387,0.0001054941
baseline,10mm,3,2.0,0.0001,2.0,3,1,2.002,560.8224,0.0001151889
baseline,30mm,1,2.0,0.0001,2.0,2,1,2.003,764.5552,0.0001218536
baseline,30mm,2,2.0,0.0001,2.0,1,1,2.003,249.0058,0.000148088
baseline,30mm,3,2.0,0.0001,2.0,2,1,2.0,419.2278,0.0001355486
baseline,50mm,1,2.0,0.0001,2.0,1,1,2.044,335.9646,0.0001444754
baseline,50mm,2,2.0,0.0001,2.0,1,1,2.002,184.2225,0.0001487155
baseline,50mm,3,2.0,0.0001,2.0,1,1,2.044,336.0199,0.000144476
baseline,10mm,1,2.0,3e-05,2.0,1,1,2.007,559.5052,0.0001111945
baseline,10mm,2,2.0,3e-05,2.0,4,1,3.519,849.6301,6.807027e-05
baseline,10mm,3,2.0,3e-05,2.0,4,1,2.6,824.7712,8.462098e-05
baseline,30mm,1,2.0,3e-05,2.0,3,1,2.001,914.8378,0.0001124686
baseline,30mm,2,2.0,3e-05,2.0,1,1,2.005,220.7955,0.0001546586
baseline,30mm,3,2.0,3e-05,2.0,4,1,2.919,688.9376,9.193133e-05
baseline,50mm,1,2.0,3e-05,2.0,1,1,2.016,269.1047,0.0001650773
baseline,50mm,2,2.0,3e-05,2.0,4,1,2.002,319.0199,8.812494e-05
baseline,50mm,3,2.0,3e-05,2.0,1,1,2.022,269.87,0.0001648792
baseline,10mm,1,2.0,1e-05,2.0,1,1,2.017,436.7787,0.0001444741
baseline,10mm,2,2.0,1e-05,2.0,4,1,5.84,1410.1392,4.101336e-05
baseline,10mm,3,2.0,1e-05,2.0,4,1,3.754,1191.0569,5.859749e-05
baseline,30mm,1,2.0,1e-05,2.0,4,1,2.018,944.2093,0.0001081498
baseline,30mm,2,2.0,1e-05,2.0,1,1,2.004,192.6784,0.0001772148
baseline,30mm,3,2.0,1e-05,2.0,4,1,4.418,1042.7868,6.073624e-05
baseline,50mm,1,2.0,1e-05,2.0,1,1,2.003,189.8896,0.0002397921
baseline,50mm,2,2.0,1e-05,2.0,4,1,2.001,500.5506,5.613271e-05
baseline,50mm,3,2.0,1e-05,2.0,1,1,2.015,191.0466,0.0002386039
baseline,10mm,1,3.0,0.01,3.0,0,0,0.0,2.4293,2.218052e-05
baseline,10mm,2,3.0,0.01,3.0,0,0,0.0,2.1047,0.0002354532
baseline,10mm,3,3.0,0.01,3.0,1,1,3.022,940.8178,0.0002213866
baseline,30mm,1,3.0,0.01,3.0,0,0,0.0,2.1978,0.0001642997
baseline,30mm,2,3.0,0.01,3.0,0,0,0.0,1.7018,0.0002049652
baseline,30mm,3,3.0,0.01,3.0,0,0,0.0,2.6208,0.0002189019
baseline,50mm,1,3.0,0.01,3.0,0,0,0.0,2.4852,9.832622e-05
baseline,50mm,2,3.0,0.01,3.0,0,0,0.0,2.834,4.884314e-05
baseline,50mm,3,3.0,0.01,3.0,0,0,0.0,2.4851,9.82854e-05
baseline,10mm,1,3.0,0.003,3.0,1,1,3.031,360.3396,4.550608e-05
baseline,10mm,2,3.0,0.003,3.0,1,1,3.011,277.0813,0.0001871863
baseline,10mm,3,3.0,0.003,3.0,1,1,3.029,605.5125,0.0001993935
baseline,30mm,1,3.0,0.003,3.0,0,0,0.0,2.8882,0.0001265139
baseline,30mm,2,3.0,0.003,3.0,0,0,0.0,2.4828,0.0001553822
baseline,30mm,3,3.0,0.003,3.0,1,1,3.013,545.9637,0.0001786711
baseline,50mm,1,3.0,0.003,3.0,1,1,3.007,392.4176,8.373034e-05
baseline,50mm,2,3.0,0.003,3.0,1,1,3.04,110.2289,9.231315e-05
baseline,50mm,3,3.0,0.003,3.0,1,1,3.008,392.4119,8.370557e-05
baseline,10mm,1,3.0,0.001,3.0,1,1,3.011,551.1958,8.584209e-05
baseline,10mm,2,3.0,0.001,3.0,1,1,3.003,356.3385,0.0001408169
baseline,10mm,3,3.0,0.001,3.0,1,1,3.001,482.8922,0.0001542923
baseline,30mm,1,3.0,0.001,3.0,1,1,3.01,540.3675,0.0001063139
baseline,30mm,2,3.0,0.001,3.0,1,1,3.001,264.6042,0.0001377237
baseline,30mm,3,3.0,0.001,3.0,1,1,3.023,433.3738,0.0001406656
baseline,50mm,1,3.0,0.001,3.0,1,1,3.009,383.925,0.0001148825
baseline,50mm,2,3.0,0.001,3.0,1,1,3.012,155.1145,0.0001340711
baseline,50mm,3,3.0,0.001,3.0,1,1,3.01,383.9488,0.0001148661
baseline,10mm,1,3.0,0.0003,3.0,1,1,3.042,621.1301,0.0001006582
baseline,10mm,2,3.0,0.0003,3.0,1,1,3.002,418.7415,0.0001288004
baseline,10mm,3,3.0,0.0003,3.0,1,1,3.011,484.5438,0.0001345992
baseline,30mm,1,3.0,0.0003,3.0,1,1,3.018,701.6486,0.0001095591
baseline,30mm,2,3.0,0.0003,3.0,1,1,3.001,265.9002,0.0001444855
baseline,30mm,3,3.0,0.0003,3.0,1,1,3.033,417.4806,0.0001309422
baseline,50mm,1,3.0,0.0003,3.0,1,1,3.002,344.2465,0.0001358012
baseline,50mm,2,3.0,0.0003,3.0,1,1,3.059,175.2122,0.0001452522
baseline,50mm,3,3.0,0.0003,3.0,1,1,3.003,344.2754,0.0001357957
baseline,10mm,1,3.0,0.0001,3.0,1,1,3.02,635.2746,0.0001038563
baseline,10mm,2,3.0,0.0001,3.0,1,1,3.03,450.72,0.0001252752
baseline,10mm,3,3.0,0.0001,3.0,1,1,3.003,500.4041,0.0001275168
baseline,30mm,1,3.0,0.0001,3.0,1,1,3.003,757.8841,0.0001163251
baseline,30mm,2,3.0,0.0001,3.0,1,1,3.001,243.2515,0.0001481773
baseline,30mm,3,3.0,0.0001,3.0,1,1,3.02,410.2038,0.0001295461
baseline,50mm,1,3.0,0.0001,3.0,1,1,3.044,335.0612,0.0001444881
baseline,50mm,2,3.0,0.0001,3.0,1,1,3.068,181.8227,0.0001487469
baseline,50mm,3,3.0,0.0001,3.0,1,1,3.045,335.116,0.0001444887
baseline,10mm,1,3.0,3e-05,3.0,1,1,3.004,558.7694,0.0001112316
baseline,10mm,2,3.0,3e-05,3.0,4,1,3.519,849.6301,7.060888e-05
baseline,10mm,3,3.0,3e-05,3.0,2,1,3.0,802.7632,0.0001100555
baseline,30mm,1,3.0,3e-05,3.0,1,1,3.019,819.1558,0.000121087
baseline,30mm,2,3.0,3e-05,3.0,1,1,3.003,219.1633,0.0001551353
baseline,30mm,3,3.0,3e-05,3.0,1,1,3.017,477.4929,0.0001292429
baseline,50mm,1,3.0,3e-05,3.0,1,1,3.036,268.8513,0.000165146
baseline,50mm,2,3.0,3e-05,3.0,1,1,3.081,213.6604,0.000143259
baseline,50mm,3,3.0,3e-05,3.0,1,1,3.044,269.6146,0.0001649479
baseline,10mm,1,3.0,1e-05,3.0,1,1,3.023,436.6205,0.00014451
baseline,10mm,2,3.0,1e-05,3.0,4,1,5.84,1410.1392,4.101336e-05
baseline,10mm,3,3.0,1e-05,3.0,4,1,3.754,1191.0569,5.859749e-05
baseline,30mm,1,3.0,1e-05,3.0,1,1,3.02,889.6796,0.0001165315
baseline,30mm,2,3.0,1e-05,3.0,1,1,3.003,192.1192,0.0001777103
baseline,30mm,3,3.0,1e-05,3.0,4,1,4.418,1042.7868,6.073624e-05
baseline,50mm,1,3.0,1e-05,3.0,1,1,3.047,189.82,0.0002398793
baseline,50mm,2,3.0,1e-05,3.0,4,1,3.001,499.195,5.63039e-05
baseline,50mm,3,3.0,1e-05,3.0,1,1,3.015,190.9797,0.0002386866
baseline,10mm,1,4.0,0.01,4.0,0,0,0.0,2.4293,2.218052e-05
baseline,10mm,2,4.0,0.01,4.0,0,0,0.0,2.1047,0.0002354532
baseline,10mm,3,4.0,0.01,4.0,1,1,4.007,478.2908,0.0002213866
baseline,30mm,1,4.0,0.01,4.0,0,0,0.0,2.1978,0.0001642997
baseline,30mm,2,4.0,0.01,4.0,0,0,0.0,1.7018,0.0002049652
baseline,30mm,3,4.0,0.01,4.0,0,0,0.0,2.6208,0.0002189019
baseline,50mm,1,4.0,0.01,4.0,0,0,0.0,2.4852,9.832622e-05
baseline,50mm,2,4.0,0.01,4.0,0,0,0.0,2.834,4.884314e-05
baseline,50mm,3,4.0,0.01,4.0,0,0,0.0,2.4851,9.82854e-05
baseline,10mm,1,4.0,0.003,4.0,1,1,4.023,287.2305,4.550608e-05
baseline,10mm,2,4.0,0.003,4.0,0,0,0.0,3.5848,0.0001871863
baseline,10mm,3,4.0,0.003,4.0,1,1,4.005,562.4701,0.0001993935
baseline,30mm,1,4.0,0.003,4.0,0,0,0.0,2.8882,0.0001265139
baseline,30mm,2,4.0,0.003,4.0,0,0,0.0,2.4828,0.0001553822
baseline,30mm,3,4.0,0.003,4.0,0,0,0.0,3.962,0.0001786711
baseline,50mm,1,4.0,0.003,4.0,1,1,4.014,322.0935,8.373034e-05
baseline,50mm,2,4.0,0.003,4.0,1,1,4.001,100.8079,9.231315e-05
baseline,50mm,3,4.0,0.003,4.0,1,1,4.014,322.0872,8.370557e-05
baseline,10mm,1,4.0,0.001,4.0,1,1,4.038,524.6597,8.584209e-05
baseline,10mm,2,4.0,0.001,4.0,1,1,4.014,328.2208,0.0001408169
baseline,10mm,3,4.0,0.001,4.0,1,1,4.073,471.1282,0.0001542923
baseline,30mm,1,4.0,0.001,4.0,1,1,4.001,447.7293,0.0001063139
baseline,30mm,2,4.0,0.001,4.0,0,0,0.0,3.4112,0.0001377237
baseline,30mm,3,4.0,0.001,4.0,1,1,4.031,401.8302,0.0001406656
baseline,50mm,1,4.0,0.001,4.0,1,1,4.018,368.0238,0.0001148825
baseline,50mm,2,4.0,0.001,4.0,1,1,4.047,151.7278,0.0001340711
baseline,50mm,3,4.0,0.001,4.0,1,1,4.019,368.0439,0.0001148661
baseline,10mm,1,4.0,0.0003,4.0,1,1,4.027,612.8923,0.0001006582
baseline,10mm,2,4.0,0.0003,4.0,1,1,4.033,410.7065,0.0001288006
baseline,10mm,3,4.0,0.0003,4.0,1,1,4.032,481.3511,0.0001345993
baseline,30mm,1,4.0,0.0003,4.0,1,1,4.001,677.5062,0.0001095592
baseline,30mm,2,4.0,0.0003,4.0,1,1,4.0,111.9204,0.0001444897
baseline,30mm,3,4.0,0.0003,4.0,1,1,4.023,409.7104,0.0001309423
baseline,50mm,1,4.0,0.0003,4.0,1,1,4.033,339.9107,0.0001358012
baseline,50mm,2,4.0,0.0003,4.0,1,1,4.046,174.1778,0.0001452523
baseline,50mm,3,4.0,0.0003,4.0,1,1,4.033,339.9386,0.0001357958
baseline,10mm,1,4.0,0.0001,4.0,1,1,4.014,632.4754,0.0001038687
baseline,10mm,2,4.0,0.0001,4.0,1,1,4.009,448.1523,0.0001253073
baseline,10mm,3,4.0,0.0001,4.0,1,1,4.052,499.3013,0.0001275315
baseline,30mm,1,4.0,0.0001,4.0,1,1,4.011,749.6853,0.0001163564
baseline,30mm,2,4.0,0.0001,4.0,1,1,4.001,230.548,0.0001484183
baseline,30mm,3,4.0,0.0001,4.0,1,1,4.004,407.7636,0.0001295825
baseline,50mm,1,4.0,0.0001,4.0,1,1,4.025,333.7241,0.0001445076
baseline,50mm,2,4.0,0.0001,4.0,1,1,4.068,181.4625,0.0001487554
baseline,50mm,3,4.0,0.0001,4.0,1,1,4.025,333.7784,0.0001445082
baseline,10mm,1,4.0,3e-05,4.0,1,1,4.002,558.0741,0.0001112769
baseline,10mm,2,4.0,3e-05,4.0,1,1,4.006,537.8155,0.0001157019
baseline,10mm,3,4.0,3e-05,4.0,1,1,4.124,579.1711,0.0001211143
baseline,30mm,1,4.0,3e-05,4.0,1,1,4.024,816.5877,0.0001211968
baseline,30mm,2,4.0,3e-05,4.0,1,1,4.001,215.091,0.0001564163
baseline,30mm,3,4.0,3e-05,4.0,1,1,4.034,476.7075,0.0001293409
baseline,50mm,1,4.0,3e-05,4.0,1,1,4.028,268.5121,0.0001652359
baseline,50mm,2,4.0,3e-05,4.0,1,1,4.001,213.535,0.000143277
baseline,50mm,3,4.0,3e-05,4.0,1,1,4.04,269.2731,0.0001650378
baseline,10mm,1,4.0,1e-05,4.0,1,1,4.01,436.4485,0.0001445521
baseline,10mm,2,4.0,1e-05,4.0,4,1,5.84,1410.1392,4.101336e-05
baseline,10mm,3,4.0,1e-05,4.0,2,1,4.003,1173.4133,7.848591e-05
baseline,30mm,1,4.0,1e-05,4.0,1,1,4.008,888.7938,0.0001165954
baseline,30mm,2,4.0,1e-05,4.0,1,1,4.006,187.1654,0.0001814016
baseline,30mm,3,4.0,1e-05,4.0,2,1,4.418,1042.7868,8.272138e-05
baseline,50mm,1,4.0,1e-05,4.0,1,1,4.024,189.7293,0.0002399839
baseline,50mm,2,4.0,1e-05,4.0,4,1,4.002,496.7552,5.668136e-05
baseline,50mm,3,4.0,1e-05,4.0,1,1,4.0,190.8895,0.0002387893
baseline,10mm,1,6.0,0.01,6.0,0,0,0.0,2.4293,2.218052e-05
baseline,10mm,2,6.0,0.01,6.0,0,0,0.0,2.1047,0.0002354532
baseline,10mm,3,6.0,0.01,6.0,0,0,0.0,4.0285,0.0002213866
baseline,30mm,1,6.0,0.01,6.0,0,0,0.0,2.1978,0.0001642997
baseline,30mm,2,6.0,0.01,6.0,0,0,0.0,1.7018,0.0002049652
baseline,30mm,3,6.0,0.01,6.0,0,0,0.0,2.6208,0.0002189019
baseline,50mm,1,6.0,0.01,6.0,0,0,0.0,2.4852,9.832622e-05
baseline,50mm,2,6.0,0.01,6.0,0,0,0.0,2.834,4.884314e-05
baseline,50mm,3,6.0,0.01,6.0,0,0,0.0,2.4851,9.82854e-05
baseline,10mm,1,6.0,0.003,6.0,0,0,0.0,4.8828,4.550608e-05
baseline,10mm,2,6.0,0.003,6.0,0,0,0.0,3.5848,0.0001871863
baseline,10mm,3,6.0,0.003,6.0,1,1,6.065,420.6624,0.0001993935
baseline,30mm,1,6.0,0.003,6.0,0,0,0.0,2.8882,0.0001265139
baseline,30mm,2,6.0,0.003,6.0,0,0,0.0,2.4828,0.0001553822
baseline,30mm,3,6.0,0.003,6.0,0,0,0.0,3.962,0.0001786711
baseline,50mm,1,6.0,0.003,6.0,0,0,0.0,4.8031,8.373034e-05
baseline,50mm,2,6.0,0.003,6.0,0,0,0.0,5.0556,9.231315e-05
baseline,50mm,3,6.0,0.003,6.0,0,0,0.0,4.8034,8.370557e-05
baseline,10mm,1,6.0,0.001,6.0,1,1,6.019,465.8321,8.584209e-05
baseline,10mm,2,6.0,0.001,6.0,1,1,6.004,231.8047,0.0001408169
baseline,10mm,3,6.0,0.001,6.0,1,1,6.049,442.1103,0.0001542923
baseline,30mm,1,6.0,0.001,6.0,0,0,0.0,4.6451,0.0001063139
baseline,30mm,2,6.0,0.001,6.0,0,0,0.0,3.4112,0.0001377237
baseline,30mm,3,6.0,0.001,6.0,0,0,0.0,5.6835,0.0001406656
baseline,50mm,1,6.0,0.001,6.0,1,1,6.012,324.3538,0.0001148825
baseline,50mm,2,6.0,0.001,6.0,1,1,6.102,142.3074,0.0001340711
baseline,50mm,3,6.0,0.001,6.0,1,1,6.013,324.3668,0.0001148661
baseline,10mm,1,6.0,0.0003,6.0,1,1,6.07,595.0319,0.0001006584
baseline,10mm,2,6.0,0.0003,6.0,1,1,6.039,389.6133,0.000128801
baseline,10mm,3,6.0,0.0003,6.0,1,1,6.134,472.8234,0.0001345994
baseline,30mm,1,6.0,0.0003,6.0,1,1,6.02,614.3458,0.0001095594
baseline,30mm,2,6.0,0.0003,6.0,0,0,0.0,5.7609,0.000144487
baseline,30mm,3,6.0,0.0003,6.0,1,1,6.027,384.2819,0.0001309426
baseline,50mm,1,6.0,0.0003,6.0,1,1,6.019,329.6386,0.0001358014
baseline,50mm,2,6.0,0.0003,6.0,1,1,6.082,171.5151,0.0001452524
baseline,50mm,3,6.0,0.0003,6.0,1,1,6.02,329.6639,0.000135796
baseline,10mm,1,6.0,0.0001,6.0,1,1,6.066,626.5428,0.0001039
baseline,10mm,2,6.0,0.0001,6.0,1,1,6.036,441.2813,0.0001253905
baseline,10mm,3,6.0,0.0001,6.0,1,1,6.101,496.5396,0.0001275653
baseline,30mm,1,6.0,0.0001,6.0,1,1,6.005,730.1469,0.0001164386
baseline,30mm,2,6.0,0.0001,6.0,1,1,6.006,164.0162,0.0001501829
baseline,30mm,3,6.0,0.0001,6.0,1,1,6.008,400.1995,0.0001296881
baseline,50mm,1,6.0,0.0001,6.0,1,1,6.034,330.4596,0.0001445572
baseline,50mm,2,6.0,0.0001,6.0,1,1,6.032,180.6085,0.0001487783
baseline,50mm,3,6.0,0.0001,6.0,1,1,6.035,330.5124,0.0001445578
baseline,10mm,1,6.0,3e-05,6.0,1,1,6.08,556.4962,0.0001113919
baseline,10mm,2,6.0,3e-05,6.0,1,1,6.015,535.5958,0.0001158861
baseline,10mm,3,6.0,3e-05,6.0,1,1,6.174,578.2624,0.0001211979
baseline,30mm,1,6.0,3e-05,6.0,1,1,6.033,810.5021,0.000121479
baseline,30mm,2,6.0,3e-05,6.0,1,1,6.002,196.0927,0.000161788
baseline,30mm,3,6.0,3e-05,6.0,1,1,6.006,474.4916,0.0001295954
baseline,50mm,1,6.0,3e-05,6.0,1,1,6.003,267.6119,0.0001654728
baseline,50mm,2,6.0,3e-05,6.0,1,1,6.08,213.2355,0.0001433299
baseline,50mm,3,6.0,3e-05,6.0,1,1,6.021,268.367,0.0001652747
baseline,10mm,1,6.0,1e-05,6.0,1,1,6.011,436.0384,0.0001446561
baseline,10mm,2,6.0,1e-05,6.0,2,1,6.001,1228.8424,6.728536e-05
baseline,10mm,3,6.0,1e-05,6.0,1,1,6.186,840.3477,9.336092e-05
baseline,30mm,1,6.0,1e-05,6.0,1,1,6.028,886.62,0.0001167683
baseline,30mm,2,6.0,1e-05,6.0,1,1,6.0,186.0659,0.0001822005
baseline,30mm,3,6.0,1e-05,6.0,1,1,6.06,716.0992,9.980715e-05
baseline,50mm,1,6.0,1e-05,6.0,1,1,6.056,189.4302,0.0002403143
baseline,50mm,2,6.0,1e-05,6.0,1,1,6.13,327.1435,0.0001040553
baseline,50mm,3,6.0,1e-05,6.0,1,1,6.028,190.5901,0.0002391159
baseline,10mm,1,8.0,0.01,8.0,0,0,0.0,2.4293,2.218052e-05
baseline,10mm,2,8.0,0.01,8.0,0,0,0.0,2.1047,0.0002354532
baseline,10mm,3,8.0,0.01,8.0,0,0,0.0,4.0285,0.0002213866
baseline,30mm,1,8.0,0.01,8.0,0,0,0.0,2.1978,0.0001642997
baseline,30mm,2,8.0,0.01,8.0,0,0,0.0,1.7018,0.0002049652
baseline,30mm,3,8.0,0.01,8.0,0,0,0.0,2.6208,0.0002189019
baseline,50mm,1,8.0,0.01,8.0,0,0,0.0,2.4852,9.832622e-05
baseline,50mm,2,8.0,0.01,8.0,0,0,0.0,2.834,4.884314e-05
baseline,50mm,3,8.0,0.01,8.0,0,0,0.0,2.4851,9.82854e-05
baseline,10mm,1,8.0,0.003,8.0,0,0,0.0,4.8828,4.550608e-05
baseline,10mm,2,8.0,0.003,8.0,0,0,0.0,3.5848,0.0001871863
baseline,10mm,3,8.0,0.003,8.0,0,0,0.0,7.1539,0.0001993935
baseline,30mm,1,8.0,0.003,8.0,0,0,0.0,2.8882,0.0001265139
baseline,30mm,2,8.0,0.003,8.0,0,0,0.0,2.4828,0.0001553822
baseline,30mm,3,8.0,0.003,8.0,0,0,0.0,3.962,0.0001786711
baseline,50mm,1,8.0,0.003,8.0,0,0,0.0,4.8031,8.373034e-05
baseline,50mm,2,8.0,0.003,8.0,0,0,0.0,5.0556,9.231315e-05
baseline,50mm,3,8.0,0.003,8.0,0,0,0.0,4.8034,8.370557e-05
baseline,10mm,1,8.0,0.001,8.0,1,1,8.018,384.3105,8.584209e-05
baseline,10mm,2,8.0,0.001,8.0,0,0,0.0,6.8161,0.0001408169
baseline,10mm,3,8.0,0.001,8.0,1,1,8.006,404.3713,0.0001542923
baseline,30mm,1,8.0,0.001,8.0,0,0,0.0,4.6451,0.0001063139
baseline,30mm,2,8.0,0.001,8.0,0,0,0.0,3.4112,0.0001377237
baseline,30mm,3,8.0,0.001,8.0,0,0,0.0,5.6835,0.0001406656
baseline,50mm,1,8.0,0.001,8.0,1,1,8.008,225.2774,0.0001148825
baseline,50mm,2,8.0,0.001,8.0,1,1,8.036,122.8049,0.0001340711
baseline,50mm,3,8.0,0.001,8.0,1,1,8.009,225.2725,0.0001148661
baseline,10mm,1,8.0,0.0003,8.0,1,1,8.055,575.0914,0.0001006586
baseline,10mm,2,8.0,0.0003,8.0,1,1,8.015,361.9129,0.0001288016
baseline,10mm,3,8.0,0.0003,8.0,1,1,8.15,462.672,0.0001345996
baseline,30mm,1,8.0,0.0003,8.0,1,1,8.005,503.6985,0.0001095599
baseline,30mm,2,8.0,0.0003,8.0,0,0,0.0,5.7609,0.000144487
baseline,30mm,3,8.0,0.0003,8.0,1,1,8.012,335.7144,0.0001309434
baseline,50mm,1,8.0,0.0003,8.0,1,1,8.039,312.1496,0.0001358017
baseline,50mm,2,8.0,0.0003,8.0,1,1,8.056,167.8483,0.0001452526
baseline,50mm,3,8.0,0.0003,8.0,1,1,8.041,312.1696,0.0001357963
baseline,10mm,1,8.0,0.0001,8.0,1,1,8.014,620.2389,0.0001039369
baseline,10mm,2,8.0,0.0001,8.0,1,1,8.035,432.6558,0.0001254952
baseline,10mm,3,8.0,0.0001,8.0,1,1,8.076,493.2905,0.0001276032
baseline,30mm,1,8.0,0.0001,8.0,1,1,8.02,705.2303,0.000116554
baseline,30mm,2,8.0,0.0001,8.0,1,1,8.002,143.93,0.0001511844
baseline,30mm,3,8.0,0.0001,8.0,1,1,8.023,388.1077,0.0001298563
baseline,50mm,1,8.0,0.0001,8.0,1,1,8.063,325.2992,0.000144639
baseline,50mm,2,8.0,0.0001,8.0,1,1,8.067,179.429,0.0001488125
baseline,50mm,3,8.0,0.0001,8.0,1,1,8.065,325.3495,0.0001446396
baseline,10mm,1,8.0,3e-05,8.0,1,1,8.022,554.8064,0.0001115228
baseline,10mm,2,8.0,3e-05,8.0,1,1,8.029,532.8244,0.0001161122
baseline,10mm,3,8.0,3e-05,8.0,1,1,8.107,577.2197,0.0001212891
baseline,30mm,1,8.0,3e-05,8.0,1,1,8.006,803.4137,0.0001218258
baseline,30mm,2,8.0,3e-05,8.0,1,1,8.004,191.5619,0.0001633567
baseline,30mm,3,8.0,3e-05,8.0,1,1,8.023,471.1768,0.0001299602
baseline,50mm,1,8.0,3e-05,8.0,1,1,8.062,266.1854,0.0001658497
baseline,50mm,2,8.0,3e-05,8.0,1,1,8.222,212.8508,0.0001434054
baseline,50mm,3,8.0,3e-05,8.0,1,1,8.002,266.9876,0.0001656369
baseline,10mm,1,8.0,1e-05,8.0,1,1,8.015,435.5473,0.0001447834
baseline,10mm,2,8.0,1e-05,8.0,1,1,8.023,855.669,8.199886e-05
baseline,10mm,3,8.0,1e-05,8.0,1,1,8.208,839.89,9.339718e-05
baseline,30mm,1,8.0,1e-05,8.0,1,1,8.039,884.1286,0.0001169774
baseline,30mm,2,8.0,1e-05,8.0,1,1,8.007,184.6441,0.0001833041
baseline,30mm,3,8.0,1e-05,8.0,1,1,8.021,714.9842,9.99128e-05
baseline,50mm,1,8.0,1e-05,8.0,1,1,8.011,189.1133,0.0002406565
baseline,50mm,2,8.0,1e-05,8.0,1,1,8.146,326.9873,0.0001040754
baseline,50mm,3,8.0,1e-05,8.0,1,1,8.061,190.2594,0.0002394685
baseline,10mm,1,10.0,0.01,10.0,0,0,0.0,2.4293,2.218052e-05
baseline,10mm,2,10.0,0.01,10.0,0,0,0.0,2.1047,0.0002354532
baseline,10mm,3,10.0,0.01,10.0,0,0,0.0,4.0285,0.0002213866
baseline,30mm,1,10.0,0.01,10.0,0,0,0.0,2.1978,0.0001642997
baseline,30mm,2,10.0,0.01,10.0,0,0,0.0,1.7018,0.0002049652
baseline,30mm,3,10.0,0.01,10.0,0,0,0.0,2.6208,0.0002189019
baseline,50mm,1,10.0,0.01,10.0,0,0,0.0,2.4852,9.832622e-05
baseline,50mm,2,10.0,0.01,10.0,0,0,0.0,2.834,4.884314e-05
baseline,50mm,3,10.0,0.01,10.0,0,0,0.0,2.4851,9.82854e-05
baseline,10mm,1,10.0,0.003,10.0,0,0,0.0,4.8828,4.550608e-05
baseline,10mm,2,10.0,0.003,10.0,0,0,0.0,3.5848,0.0001871863
baseline,10mm,3,10.0,0.003,10.0,0,0,0.0,7.1539,0.0001993935
